iso_year,iso_week,date,crop,mean_ndvi,q25_ndvi,q75_ndvi,n_pixels
2025,9,2025-02-24,corn,0.2258581519126892,0.20909292995929718,0.23633107542991638,4359446
2025,10,2025-03-03,corn,0.19345642626285553,0.1760358214378357,0.21018195152282715,4359446
2025,11,2025-03-10,corn,0.22216647863388062,0.20569996535778046,0.23219412565231323,4359446
2025,12,2025-03-17,corn,0.23156431317329407,0.20799994468688965,0.24553416669368744,4359446
2025,13,2025-03-24,corn,0.23543450236320496,0.212478369474411,0.2477618157863617,4359446
2025,14,2025-03-31,corn,0.2700304687023163,0.2317943125963211,0.2936375141143799,4359446
2025,15,2025-04-07,corn,0.278769850730896,0.23228473961353302,0.306497722864151,4359446
2025,16,2025-04-14,corn,0.29579877853393555,0.24324475228786469,0.32703760266304016,4359446
2025,17,2025-04-21,corn,0.30256935954093933,0.2560000419616699,0.3305476903915405,4359446
2025,18,2025-04-28,corn,0.34824320673942566,0.28229913115501404,0.39262598752975464,4359446
2025,19,2025-05-05,corn,0.3858857750892639,0.3080623745918274,0.4439889192581177,4359446
2025,20,2025-05-12,corn,0.380304217338562,0.304684042930603,0.43442973494529724,4359446
2025,21,2025-05-19,corn,0.38242918252944946,0.30686283111572266,0.43922942876815796,4359446
2025,22,2025-05-26,corn,0.44135782122612,0.36444172263145447,0.5017903447151184,4359446
2025,23,2025-06-02,corn,0.4120078384876251,0.3290358781814575,0.48342791199684143,4359446
2025,24,2025-06-09,corn,0.5806158781051636,0.4998067617416382,0.6613054871559143,4359446
2025,25,2025-06-16,corn,0.7202190160751343,0.6628060936927795,0.7855103015899658,4359446
2025,26,2025-06-23,corn,0.7848310470581055,0.7308445572853088,0.8506373763084412,4359446
2025,27,2025-06-30,corn,0.883952260017395,0.8605084419250488,0.9141383171081543,4359446
2025,28,2025-07-07,corn,0.904404878616333,0.8907183408737183,0.9273860454559326,4359446
2025,29,2025-07-14,corn,0.8808638453483582,0.8642362952232361,0.9028645753860474,4359446
2025,30,2025-07-21,corn,0.9045777916908264,0.8928472995758057,0.9236948490142822,4359446
2025,31,2025-07-28,corn,0.9098837375640869,0.9000764489173889,0.9282170534133911,4359446
2025,32,2025-08-04,corn,0.7148197293281555,0.5858529210090637,0.8937588334083557,4359446
2025,33,2025-08-11,corn,0.9014447927474976,0.8880897164344788,0.9222273230552673,4359446
2025,34,2025-08-18,corn,0.8897301554679871,0.8696087002754211,0.9154585003852844,4359446
2025,35,2025-08-25,corn,0.8529743552207947,0.8352676033973694,0.8941043615341187,4359446
2025,36,2025-09-01,corn,0.8045355081558228,0.7683371901512146,0.8530299067497253,4359446
2025,37,2025-09-08,corn,0.7239985466003418,0.6610143184661865,0.8029065132141113,4359446
2025,38,2025-09-15,corn,0.6500527858734131,0.5799014568328857,0.7238982319831848,4359446
2025,39,2025-09-22,corn,0.5474836826324463,0.48395735025405884,0.6069443821907043,4359446
2025,40,2025-09-29,corn,0.47041285037994385,0.41274958848953247,0.5184882879257202,4359446
2025,9,2025-02-24,soybean,0.2231159657239914,0.20799994468688965,0.23353487253189087,3598396
2025,10,2025-03-03,soybean,0.18351122736930847,0.16623948514461517,0.20073476433753967,3598396
2025,11,2025-03-10,soybean,0.21975882351398468,0.20340080559253693,0.23056413233280182,3598396
2025,12,2025-03-17,soybean,0.22874920070171356,0.2069188952445984,0.2421148121356964,3598396
2025,13,2025-03-24,soybean,0.2337336540222168,0.21091103553771973,0.24622830748558044,3598396
2025,14,2025-03-31,soybean,0.2663271427154541,0.2283986657857895,0.2900437116622925,3598396
2025,15,2025-04-07,soybean,0.27702564001083374,0.23150643706321716,0.30581068992614746,3598396
2025,16,2025-04-14,soybean,0.29181841015815735,0.23903407156467438,0.3247719407081604,3598396
2025,17,2025-04-21,soybean,0.29560741782188416,0.24811266362667084,0.3252585828304291,3598396
2025,18,2025-04-28,soybean,0.34184446930885315,0.27474257349967957,0.38786616921424866,3598396
2025,19,2025-05-05,soybean,0.38413748145103455,0.3054628074169159,0.4437909722328186,3598396
2025,20,2025-05-12,soybean,0.3741765022277832,0.297705739736557,0.4298066198825836,3598396
2025,21,2025-05-19,soybean,0.3685453236103058,0.2916022837162018,0.4241122603416443,3598396
2025,22,2025-05-26,soybean,0.4267641007900238,0.357181191444397,0.4810641407966614,3598396
2025,23,2025-06-02,soybean,0.3889732360839844,0.3132549822330475,0.4529901444911957,3598396
2025,24,2025-06-09,soybean,0.5269052982330322,0.4551847279071808,0.5951727628707886,3598396
2025,25,2025-06-16,soybean,0.6415235996246338,0.5797909498214722,0.7053715586662292,3598396
2025,26,2025-06-23,soybean,0.6965631246566772,0.6287586092948914,0.7701118588447571,3598396
2025,27,2025-06-30,soybean,0.8387815952301025,0.8022178411483765,0.8840017318725586,3598396
2025,28,2025-07-07,soybean,0.8790905475616455,0.8609248399734497,0.910476565361023,3598396
2025,29,2025-07-14,soybean,0.877548098564148,0.8582482933998108,0.9041326642036438,3598396
2025,30,2025-07-21,soybean,0.9022735357284546,0.8913410305976868,0.9204702377319336,3598396
2025,31,2025-07-28,soybean,0.9102127552032471,0.9005483388900757,0.9282238483428955,3598396
2025,32,2025-08-04,soybean,0.7138787508010864,0.5839999914169312,0.8958072066307068,3598396
2025,33,2025-08-11,soybean,0.9126085042953491,0.9020944833755493,0.9310351610183716,3598396
2025,34,2025-08-18,soybean,0.9087964296340942,0.8929162621498108,0.929862916469574,3598396
2025,35,2025-08-25,soybean,0.8745731711387634,0.8610652089118958,0.9078179001808167,3598396
2025,36,2025-09-01,soybean,0.8484004139900208,0.8269059658050537,0.8771733641624451,3598396
2025,37,2025-09-08,soybean,0.796017587184906,0.7581526041030884,0.8479880094528198,3598396
2025,38,2025-09-15,soybean,0.7151218056678772,0.6629000902175903,0.7758610248565674,3598396
2025,39,2025-09-22,soybean,0.5761770009994507,0.5217929482460022,0.6279110908508301,3598396
2025,40,2025-09-29,soybean,0.4766179919242859,0.42895200848579407,0.5199999809265137,3598396
